Country,State,Year,Types Of Coal,Coal Consuming Sectors,Coal Consumed (UOM:t(Tonnes))
India,Rajasthan,"Financial Year (Apr - Mar), 2012",LIGNITE,OTHER,0.502
India,Jharkhand,"Financial Year (Apr - Mar), 2014",MIDDLINGS,POWER (UTILITY),1.9
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.485
India,Rajasthan,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,0.51
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,CHEMICAL,0.002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,PULP & PAPER,0.042
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.024
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.234
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (UTILITY),57.135
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,FERTILISERS,0.053
